staff_id,assignment_number,departure_date,return_date,assignment_country,pool,job_title,age_bracket,sex,first_departure
7906,2,2009-11-12,2010-02-19,LA,PROJECT COORDINATOR,KALUM PC INF,35,F,Not first departure
7906,3,2010-03-10,2010-06-20,NG,PROJECT COORDINATOR,RT,35,F,Not first departure
7906,4,2010-08-20,2010-09-27,LK,NON MEDICAL,INTERIM PARAMED OR MEDICAL,35,F,Not first departure
7906,5,2010-11-13,2010-12-20,HT,NURSE,INF 1,35,F,Not first departure
7906,6,2011-01-10,2011-03-27,NG,PROJECT COORDINATOR,BAUCHI PC,35,F,Not first departure
7906,7,2011-05-30,2011-11-22,PI,PROJECT COORDINATOR,RT,35,F,Not first departure
7906,8,2012-05-16,2012-07-05,SS,DEPUTY MEDCO,DEPUTY MEDCO,35,F,Not first departure
7907,1,2009-11-09,2009-12-28,CD,GAS,ANESTH,35,F,First departure
7908,1,2009-09-23,2010-07-10,CD,NURSE,NA,35,F,"First departure, relevant experience"
7908,2,2010-11-01,2010-12-12,HT,NURSE,NA,45,F,Not first departure
7909,1,2009-08-10,2009-10-29,PK,NURSE,NURSE CHOLERA,35,M,"First departure, relevant experience"
7909,2,2010-01-12,2010-02-22,PK,NURSE,MEDICAL REFERENT,35,M,Not first departure
7909,3,2010-04-10,2010-05-31,MW,NURSE,NURSE VACCI 1,35,M,Not first departure
7909,4,2010-06-01,2010-07-09,MW,NURSE,TEAM 2 VACCI MANAGER,35,M,Not first departure
7909,5,2010-07-27,2010-10-22,NG,PROJECT COORDINATOR,PC,35,M,Not first departure
7909,6,2010-12-10,2011-02-16,UG,PROJECT COORDINATOR,RT,35,M,Not first departure
7909,7,2014-05-14,2014-08-24,PK,PROJECT COORDINATOR,FIELD CO,35,M,Not first departure
7910,1,2009-06-22,2010-03-23,NE,NON MEDICAL,NA,45,F,"First departure, relevant experience"
7911,1,2008-02-01,2008-07-31,SD,MD,NA,35,M,First departure
7911,2,2009-06-29,2009-10-05,PK,PROJECT COORDINATOR,PC MED,35,M,Not first departure
7912,1,2009-06-17,2009-09-01,LK,MTL,MED HOSPITAL DIRECTOR,35,M,Not first departure
7912,2,2009-12-10,2010-01-20,CD,MD,MEDECIN DE SERVICE,35,M,Not first departure
7913,1,2009-12-15,2010-09-14,KE,NON MEDICAL,LOGISTICIAN,35,F,First departure
7913,2,2010-11-30,2011-06-19,NG,NON MEDICAL,FIELD LOG EXP,35,F,Not first departure
7913,3,2014-04-15,2014-06-10,ET,NON MEDICAL,CONSTRUCTION,35,F,Not first departure
7913,4,2014-06-11,2014-06-30,ET,NON MEDICAL,LOG ENTRY POINT,35,F,Not first departure
7914,1,2009-07-13,2009-08-13,NG,GAS,CHIR ORTHO,45,M,First departure
7915,1,2010-02-15,2010-08-27,CG,NON MEDICAL,LOG BOLEMBE,45,F,First departure
7915,2,2010-11-08,2010-12-22,HT,NON MEDICAL,LOG 2,45,F,Not first departure
7915,3,2011-01-04,2011-04-27,HT,NON MEDICAL,LOG 3,45,F,Not first departure
7915,4,2011-07-06,2012-01-06,CI,NON MEDICAL,LOG PROJET,45,F,Not first departure
7915,5,2012-05-07,2012-11-10,TD,NON MEDICAL,LOG TERRAIN,45,F,Not first departure
7915,6,2013-03-11,2013-05-06,CG,NON MEDICAL,LOG CHOLERA,55,F,Not first departure
7915,7,2013-07-22,2014-03-02,CF,NON MEDICAL,LOG PROJET,55,F,Not first departure
7915,8,2014-03-03,2014-06-17,CF,PROJECT COORDINATOR,RT PAOUA,55,F,Not first departure
7915,9,2018-03-01,2018-12-31,NE,NON MEDICAL,COORDINATEUR LOGISTIQUE,55,F,Not first departure
7916,1,2014-01-13,2014-02-21,PK,GAS,CHIR GYNECO- WOMEN HOSPITAL,45,F,First departure
7917,1,2016-11-18,2016-11-28,PK,OTHER,FORMATEUR BASIC MED 4,55,M,First departure
7917,2,2016-11-29,2016-12-12,YE,OTHER,BASIC MED TRAINER,55,M,Not first departure
7918,1,2009-06-05,2009-07-14,NG,GAS,ANESTH,45,M,First departure
7918,2,2009-10-03,2009-10-09,ID,GAS,ANESTH 2,45,M,Not first departure
7919,1,2007-06-01,2008-02-28,SS,NA,NA,45,F,First departure
7919,2,2009-07-16,2010-01-16,NG,MIDWIFE,MIDWIFE,45,F,Not first departure
7919,3,2010-12-05,2011-01-29,NG,MIDWIFE,MIDWIFE,45,F,Not first departure
7919,4,2013-11-21,2013-12-21,PH,MIDWIFE,MIDWIFE 2 PALO,55,F,Not first departure
7919,5,2014-01-07,2014-03-05,JO,MIDWIFE,MIDWIFE,55,F,Not first departure
7920,1,2013-03-14,2013-05-05,YE,OTHER,LAB TECHNICIAN TRAINER,65,F,Not first departure
7920,2,2014-03-27,2014-05-12,NG,OTHER,LABO TECH,65,F,Not first departure
7920,3,2015-08-25,2015-10-02,JO,OTHER,LAB TECH,65,F,Not first departure
7920,4,2016-04-05,2016-05-14,LR,OTHER,LAB TECH,65,F,Not first departure
7920,5,2017-09-01,2017-10-05,YE,OTHER,LABORATORY REFERENT,65,F,Not first departure
7921,1,2009-07-06,2010-01-15,MW,NON MEDICAL,LOG ADM,35,F,First departure
7921,2,2013-07-08,2013-12-09,SS,NON MEDICAL,LOG SUPPLY-BASE,45,F,Not first departure
7921,3,2015-05-01,2015-05-16,NG,NON MEDICAL,FMT TRAINER,45,F,Not first departure
7921,4,2018-07-05,2018-07-14,JO,NON MEDICAL,FMT FACILITATOR 1,45,F,Not first departure
7922,1,2009-09-06,2009-10-10,CF,GAS,INF ANESTH 07 NOV,55,F,"First departure, relevant experience"
7922,2,2010-03-01,2010-04-04,NG,GAS,ANESTH,55,F,Not first departure
7922,3,2011-03-08,2011-04-09,CG,GAS,INF ANESTH,65,F,Not first departure
7922,4,2012-02-28,2012-03-31,CI,GAS,INF ANESTHESISTE,65,F,Not first departure
7922,5,2013-03-12,2013-04-13,HT,GAS,INF AN,65,F,Not first departure
7922,6,2014-03-25,2014-04-24,CD,GAS,INFIRMER ANESTHESSITE REMPLA,65,F,Not first departure
7922,7,2015-02-23,2015-03-30,CD,GAS,INFIRMER ANESTHESSITE REMPLA,65,F,Not first departure
7922,8,2015-08-31,2015-10-01,CD,GAS,INFIRMER ANESTHESSITE REMPLA,65,F,Not first departure
7922,9,2015-11-20,2016-01-30,TD,GAS,NA,65,F,Not first departure
7922,10,2016-09-01,2016-12-01,TD,GAS,NA,65,F,Not first departure
7922,11,2017-04-20,2017-07-19,TD,GAS,NA,65,F,Not first departure
7922,12,2017-10-15,2017-11-20,CF,GAS,ANESTESISTHE 2 URGENCE DECEMBRE,65,F,Not first departure
7922,13,2018-01-09,2018-04-09,NG,GAS,ANESTH SUPERVISOR,65,F,Not first departure
7922,14,2018-06-04,2018-08-02,NG,NURSE,INF ANESTH SUP SUPPORT,65,F,Not first departure
7922,15,2018-10-02,2018-12-20,SS,GAS,ANESTHESISTE,65,F,Not first departure
7922,16,2019-03-11,2019-06-20,ML,NURSE,IDE ONCO SOINS PALLIATIFS,65,F,Not first departure
7923,1,2009-08-13,2009-08-24,NG,NURSE,NURSE VVS FM,55,F,First departure
7924,1,2009-07-26,2009-10-27,LK,NURSE,NURSE HOSPIT 9,35,M,First departure
7925,1,2009-06-22,2009-08-04,ML,NON MEDICAL,NA,35,M,First departure
7925,2,2009-11-09,2009-12-09,CD,NON MEDICAL,NA,35,M,Not first departure
7926,1,2009-12-16,2010-08-06,NG,NON MEDICAL,FIELD ADMIN,35,M,First departure
7926,2,2010-09-06,2010-11-19,NG,NON MEDICAL,COFIRH CHOLERA,35,M,Not first departure
7926,3,2011-01-06,2011-04-11,CD,NON MEDICAL,COFIRH ROUGEOLE,35,M,Not first departure
7927,1,2010-03-04,2010-05-27,TD,MD,MED 2 PEC MENINGITE,35,F,First departure
7927,2,2010-08-01,2011-02-11,KE,MD,TB MANAGER,35,F,Not first departure
7928,1,2009-06-25,2009-07-11,LK,NURSE,OT NURSE 2,45,F,Not first departure
7929,1,2009-06-24,2009-10-22,LK,NURSE,NURSE HOSPIT 5,35,F,First departure
7930,1,2009-09-28,2009-11-20,BF,MD,MED TRAITANT,35,F,First departure
7931,1,2009-06-25,2009-09-17,LK,NURSE,NURSE HOSPIT 6,35,F,Not first departure
7932,1,2009-08-04,2010-01-04,LK,NURSE,NURSE HOSPIT 11,35,M,First departure
7932,2,2010-04-16,2010-06-15,YE,NURSE,INF VACCI,35,M,Not first departure
7932,3,2010-06-21,2010-10-22,SS,NURSE,NURSE,35,M,Not first departure
7932,4,2012-04-15,2012-05-01,PK,NURSE,NURSE,35,M,Not first departure
7932,5,2012-08-27,2012-11-23,SS,NURSE,NURSE,35,M,Not first departure
7932,6,2014-01-20,2014-03-20,CF,NURSE,INFIRMIER URGENCE,35,M,Not first departure
7933,1,2009-07-19,2010-02-10,TD,OTHER,PHARMA SUPPORT,35,F,First departure
7933,2,2010-04-18,2010-08-29,HT,OTHER,PHARMA 2,35,F,Not first departure
7933,3,2011-01-06,2011-12-13,BF,OTHER,PHARMACIEN,35,F,Not first departure
7934,1,2009-06-30,2009-09-23,SS,MIDWIFE,SAGE FEMME MAT 1,45,F,First departure
7934,2,2015-07-01,2016-03-31,PK,NURSE,HEAD NURSE,55,F,Not first departure
7935,1,2009-07-13,2009-10-12,LK,MIDWIFE,MIDWIFE 1,35,F,Not first departure
7935,2,2009-10-20,2010-05-25,SS,MIDWIFE,MIDWIFE MAT/ANC SUPERVISOR,35,F,Not first departure
7936,1,2009-07-31,2010-02-04,UG,NON MEDICAL,LOGISTICIAN,35,F,First departure
7936,2,2010-05-24,2010-07-02,HT,NON MEDICAL,LOG VIE,45,F,Not first departure
7936,3,2010-07-03,2010-09-23,HT,NON MEDICAL,LOG HOSTO QUALITE,45,F,Not first departure
7936,4,2011-01-03,2011-02-03,CD,NON MEDICAL,LOG VACCI 2,45,F,Not first departure
7936,5,2011-02-04,2011-02-21,CD,NON MEDICAL,LOG VACCI 5,45,F,Not first departure
7936,6,2013-04-04,2013-08-03,BF,NON MEDICAL,LOG CAPITALE,45,F,Not first departure
7936,7,2014-03-07,2014-04-09,PH,NON MEDICAL,FIELD LOG SUPPLY,45,F,Not first departure
7937,1,2009-08-04,2010-05-13,PI,NURSE,INF POST-OP,35,F,"First departure, relevant experience"
7938,1,2009-08-26,2009-10-27,PK,PROJECT COORDINATOR,PC,35,M,"First departure, relevant experience"
7938,2,2010-02-21,2010-12-01,AM,PROJECT COORDINATOR,PROJECT COORDINATOR,35,M,Not first departure
7938,3,2011-01-13,2012-10-03,KH,PROJECT COORDINATOR,RESP TERRAIN,35,M,Not first departure
7938,4,2013-01-13,2013-08-07,CO,DEPUTY MEDCO,SUPERVISEUR TB,45,M,Not first departure
7938,5,2013-10-07,2013-11-16,KE,PROJECT COORDINATOR,RT NDHIWA,45,M,Not first departure
7938,6,2014-02-02,2015-02-27,MZ,PROJECT COORDINATOR,NA,45,M,Not first departure
7939,1,2009-07-19,2009-08-16,CD,GAS,GYNECO/OBS,35,F,First departure
7940,1,2009-07-01,2009-09-30,NG,GAS,ANESTH,45,M,First departure
7941,1,2009-08-15,2009-09-01,YE,GAS,ANESTHESISTE,55,M,First departure
7942,1,2009-08-14,2009-09-30,CD,GAS,GYNECO/OBS,35,F,First departure
7942,2,2009-11-09,2009-12-21,CD,GAS,GYNECO/OBS,35,F,Not first departure
7942,3,2015-08-16,2015-09-21,CI,GAS,GYNECO OBS,45,F,Not first departure
7942,4,2015-10-30,2015-12-03,YE,GAS,GYN OBST,45,F,Not first departure
7942,5,2016-08-09,2016-09-12,YE,GAS,GYN OBS,45,F,Not first departure
7942,6,2016-11-24,2016-12-30,YE,GAS,GYNOBS 25/11,45,F,Not first departure
7942,7,2017-12-13,2018-01-10,CI,GAS,GYNECO-OBS,45,F,Not first departure
7942,8,2019-03-09,2019-03-31,CI,NA,GYNECO,45,F,Not first departure
7943,1,2009-07-05,2009-07-27,LK,NURSE,NURSE HOSPIT 7,35,F,Not first departure
7943,2,2009-07-28,2009-09-09,LK,NURSE,HEAD NURSE HOSPIT,35,F,Not first departure
7943,3,2010-11-08,2011-02-20,NG,PROJECT COORDINATOR,RT,35,F,Not first departure
7944,1,2009-07-02,2009-09-14,LK,NURSE,OT NURSE,25,F,First departure
7944,2,2009-10-15,2009-12-23,NG,NURSE,OT NURSE,25,F,Not first departure
7945,1,2009-07-19,2009-10-19,CF,NON MEDICAL,RESPONSABLE RH,45,F,"First departure, relevant experience"
7945,2,2010-07-01,2010-09-09,TD,NON MEDICAL,ADMIN TERRAIN,45,F,Not first departure
7945,3,2011-09-06,2012-07-06,ML,NON MEDICAL,ADMINISTRATEUR,45,F,Not first departure
7945,4,2012-09-07,2012-11-01,NE,NON MEDICAL,ADMIN SUPPORT FORSANI,45,F,Not first departure
7945,5,2013-01-06,2013-05-23,CF,NON MEDICAL,COFIN,45,F,Not first departure
7945,6,2013-05-24,2013-07-24,BF,NON MEDICAL,ADMIN,45,F,Not first departure
7945,7,2013-08-29,2014-07-05,MG,NON MEDICAL,COFIRH,45,F,Not first departure
7945,8,2014-09-01,2015-07-26,TD,NON MEDICAL,CO RH,45,F,Not first departure
7945,9,2015-07-27,2015-12-03,TD,NON MEDICAL,COFIN RH,55,F,Not first departure
7945,10,2016-03-06,2016-04-14,NE,NON MEDICAL,REMPLA BREAK COFIRH,55,F,Not first departure
7945,11,2016-05-16,2017-04-30,ML,NON MEDICAL,COORDO FIN,55,F,Not first departure
7945,12,2017-12-01,2018-12-15,PG,NON MEDICAL,COFIRH,55,F,Not first departure
7945,13,2019-02-27,2019-05-07,IQ,NON MEDICAL,HRCO,55,F,Not first departure
7946,1,2009-07-09,2009-12-15,CD,NON MEDICAL,NA,35,M,First departure
7946,2,2010-02-26,2010-09-30,BD,NON MEDICAL,NA,35,M,Not first departure
7946,3,2011-01-16,2011-07-19,CD,NON MEDICAL,NA,35,M,Not first departure
7947,1,2010-01-04,2010-06-30,CG,NON MEDICAL,ADMIN TERRAIN,35,M,First departure
7948,1,2009-07-17,2009-10-16,LK,OTHER,LABO,35,F,First departure
7948,2,2011-08-15,2011-09-15,PK,OTHER,LAB,35,F,Not first departure
7948,3,2011-11-13,2012-01-13,KH,OTHER,LAB MICROSCOPY,35,F,Not first departure
7949,1,2009-09-01,2010-03-19,SS,OTHER,PHARMACIEN,35,M,First departure
7949,2,2010-09-12,2011-04-30,CF,OTHER,PHARMACIEN,35,M,Not first departure
7949,3,2011-05-25,2011-07-01,LY,OTHER,PHARMACIST,35,M,Not first departure
7949,4,2011-09-01,2011-12-05,JO,OTHER,FIELD PHARMACIST,35,M,Not first departure
7949,5,2011-12-19,2012-01-15,CD,OTHER,SUPPORT PHARMA,35,M,Not first departure
7949,6,2012-02-13,2012-03-15,CD,OTHER,COACH PHARMA,35,M,Not first departure
7949,7,2012-03-16,2012-04-24,CD,OTHER,COACH PHARMA,35,M,Not first departure
7949,8,2012-07-15,2012-10-07,BF,OTHER,COPHARMA,35,M,Not first departure
7949,9,2012-11-15,2013-01-26,YE,OTHER,SUPPORT PHARMA,35,M,Not first departure
7949,10,2013-03-10,2013-05-22,CD,PROJECT COORDINATOR,PC  001,35,M,Not first departure
7949,11,2013-08-05,2014-01-16,CF,PROJECT COORDINATOR,RT,35,M,Not first departure
7949,12,2015-01-12,2015-10-30,JO,OTHER,INTERSECTION PHARMACIST,45,M,Not first departure
7949,13,2016-07-18,2016-08-18,PH,OTHER,PHARMA LMA ASSESMENT,45,M,Not first departure
7949,14,2017-03-22,2017-10-06,LY,PROJECT COORDINATOR,PC MIGRANTS,45,M,Not first departure
7949,15,2018-04-08,2018-10-15,UG,PROJECT COORDINATOR,PC,45,M,Not first departure
7949,16,2019-05-28,2019-12-05,IQ,PROJECT COORDINATOR,PC,45,M,Not first departure
7950,1,2009-07-06,2009-10-20,GN,NON MEDICAL,NA,35,M,First departure
7950,2,2009-12-28,2010-06-25,CD,NON MEDICAL,NA,35,M,Not first departure
7950,3,2010-09-22,2010-12-20,KG,NON MEDICAL,NA,35,M,Not first departure
7950,4,2011-03-01,2011-07-04,CM,NON MEDICAL,NA,35,M,Not first departure
7950,5,2011-08-01,2012-08-01,CM,NON MEDICAL,NA,35,M,Not first departure
7950,6,2012-12-27,2013-04-27,KE,NON MEDICAL,NA,45,M,Not first departure
7950,7,2013-10-01,2013-12-15,TD,NON MEDICAL,NA,45,M,Not first departure
7950,8,2014-02-24,2014-05-24,CM,NON MEDICAL,NA,45,M,Not first departure
7950,9,2014-08-25,2014-10-23,CF,NON MEDICAL,NA,45,M,Not first departure
7951,1,2009-12-27,2010-07-04,MW,NON MEDICAL,LOG ADM,45,F,First departure
7951,2,2011-01-19,2011-03-02,LK,NON MEDICAL,LOG,45,F,Not first departure
7951,3,2011-03-15,2011-04-05,JP,NON MEDICAL,FLEET MANAGEMENT/ADMIN,45,F,Not first departure
7951,4,2011-04-06,2011-05-06,JP,PROJECT COORDINATOR,ASSISTANT HOM,45,F,Not first departure
7951,5,2011-09-17,2011-10-31,ET,NON MEDICAL,LOG,45,F,Not first departure
7951,6,2014-01-17,2014-02-06,SS,NON MEDICAL,LOG,45,F,Not first departure
7951,7,2014-02-07,2014-02-23,SS,NON MEDICAL,LOG VACCI,45,F,Not first departure
7951,8,2014-02-24,2014-03-01,SS,NON MEDICAL,LOG SUPPLY-BASE,45,F,Not first departure
7951,9,2014-03-02,2014-03-17,SS,NON MEDICAL,LOG SUPPLY/ LOG BASE,45,F,Not first departure
7951,10,2015-01-06,2015-03-06,SL,NA,NA,45,F,Not first departure
7952,1,2009-12-04,2009-12-31,CF,NURSE,INF 3,35,F,First departure
7952,2,2010-01-01,2010-05-03,CG,NURSE,INF VACCI 1,35,F,Not first departure
7953,1,2003-07-01,2004-07-01,GT,MD,NA,35,F,First departure
7953,2,2005-08-01,2005-09-01,NE,MD,NA,35,F,Not first departure
7953,3,2009-06-16,2009-07-08,IN,MEDCO,COMED,45,F,Not first departure
7954,1,2011-01-20,2011-03-15,CG,OTHER,KINE POLIO POINTE NOIRE,35,M,First departure
7954,2,2013-06-17,2013-06-27,SY,OTHER,KINE ASSESSMENT,35,M,Not first departure
7954,3,2017-09-04,2017-10-02,CF,OTHER,KINESITHERAPEUTE,35,M,Not first departure
7955,1,2009-10-06,2010-04-06,CF,NON MEDICAL,RESPONSABLE RH,35,F,First departure
7955,2,2010-06-14,2010-10-06,CG,NON MEDICAL,ADMIN TERRAIN,35,F,Not first departure
7956,1,2009-07-10,2009-08-20,NG,NON MEDICAL,ELECTRICIEN,65,M,First departure
7957,1,2010-02-20,2010-05-07,UG,NURSE,NURSE MENINGITES 2010,35,F,"First departure, relevant experience"
7957,2,2010-06-01,2010-06-30,MW,NURSE,TEAM 2 NURSE VACCI 3,35,F,Not first departure
7957,3,2010-07-01,2010-08-31,MW,NURSE,NENO/MWANZA VACCI MANAGER,35,F,Not first departure
7957,4,2011-01-16,2012-02-14,MW,NURSE,HEAD NURSE,35,F,Not first departure
7957,5,2012-05-04,2012-09-10,SS,NURSE,NURSE,35,F,Not first departure
7957,6,2012-12-20,2013-01-28,PH,NURSE,NURSE 2,35,F,Not first departure
7957,7,2013-03-17,2013-06-17,PK,NURSE,NURSE,35,F,Not first departure
7957,8,2013-07-15,2014-02-13,SS,NURSE,NURSE,35,F,Not first departure
7957,9,2014-03-10,2014-06-10,UG,NURSE,OUTREACH MANAGER,45,F,Not first departure
7957,10,2014-07-28,2014-10-22,ET,NURSE,HEAD NURSE,45,F,Not first departure
7957,11,2015-01-25,2015-03-17,SS,NURSE,NURSE EXTERNAL ACTIVITIES,45,F,Not first departure
7957,12,2015-04-06,2015-04-23,KE,NURSE,NURSE MANAGER,45,F,Not first departure
7957,13,2015-04-24,2015-06-28,LR,NURSE,VACCI COORDINATOR,45,F,Not first departure
7957,14,2016-01-18,2016-04-11,MW,MTL,CHOLERA ACTIVITY MANAGER 2016,45,F,Not first departure
7957,15,2016-05-11,2016-05-16,SS,MTL,MEDREF,45,F,Not first departure
7957,16,2016-08-22,2017-04-14,SS,PROJECT COORDINATOR,DEPUTY PC,45,F,Not first departure
7957,17,2017-05-15,2018-01-16,LR,PROJECT COORDINATOR,COORDO PROJ,45,F,Not first departure
7957,18,2018-03-29,2018-06-30,NG,PROJECT COORDINATOR,PC,45,F,Not first departure
7957,19,2018-08-08,2019-05-18,SS,PROJECT COORDINATOR,PC YIDA / NUBA,45,F,Not first departure
7958,1,2009-09-17,2010-01-19,LK,MD,MEDECIN,35,F,First departure
7959,1,2009-07-31,2009-09-15,BD,NURSE,NA,35,F,First departure
7960,1,2009-08-26,2010-02-22,UG,MD,MD TB PM,35,M,First departure
7960,2,2010-04-11,2010-05-30,TD,MD,MED PEC MENINGITE,35,M,Not first departure
7961,1,2009-07-13,2010-01-13,MT,MD,NA,35,F,"First departure, relevant experience"
7961,2,2010-08-05,2011-02-06,PI,OTHER,PSYCHOLOGUE 3,45,F,Not first departure
7961,3,2015-11-23,2016-05-23,GR,OTHER,NA,45,F,Not first departure
7962,1,2009-08-16,2009-09-11,CD,GAS,CHIR 3,35,F,First departure
7963,1,2009-08-13,2009-09-25,NG,GAS,CHIR,65,M,Not first departure
7963,2,2012-03-03,2012-04-05,NG,GAS,CHIR,65,M,Not first departure
7964,1,2009-08-08,2009-10-04,SS,GAS,ANESTHESISTE,65,M,First departure
7964,2,2010-04-26,2010-05-24,NG,GAS,ANESTH,65,M,Not first departure
7964,3,2010-05-25,2010-06-07,NG,GAS,ANESTH,65,M,Not first departure
7964,4,2010-12-08,2011-01-13,NG,GAS,ANESTH,65,M,Not first departure
7964,5,2011-08-15,2011-09-17,NG,GAS,ANESTH,65,M,Not first departure
7964,6,2011-10-24,2011-11-10,NG,GAS,ANESTH,65,M,Not first departure
7964,7,2012-02-20,2012-03-20,NG,GAS,ANESTH,65,M,Not first departure
7964,8,2012-04-29,2012-05-25,SS,GAS,ANESTHESISTE,65,M,Not first departure
7964,9,2013-02-04,2013-02-22,NG,GAS,ANESTH TEMPORARY,65,M,Not first departure
7964,10,2013-12-02,2014-01-11,PH,GAS,MED ANESTH,65,M,Not first departure
7965,1,2009-07-30,2009-08-26,PI,GAS,MED ANES,45,F,First departure
7965,2,2009-08-27,2009-10-31,NG,GAS,ANESTH,45,F,Not first departure
7965,3,2010-08-16,2010-09-17,NG,GAS,ANESTH,45,F,Not first departure
7965,4,2011-09-01,2011-10-05,YE,GAS,MED ANESTH,55,F,Not first departure
7965,5,2012-01-09,2012-03-08,PK,GAS,ANESTH,55,F,Not first departure
7965,6,2013-01-14,2013-02-17,YE,GAS,MED ANESTH,55,F,Not first departure
7965,7,2013-11-05,2013-11-24,SY,GAS,ANESTH,55,F,Not first departure
7965,8,2015-02-10,2015-03-07,YE,GAS,ANESTH,55,F,Not first departure
7966,1,2009-08-26,2010-02-24,SS,MD,MED PAED IPD,35,F,First departure
7967,1,2009-09-20,2009-10-31,LK,GAS,MED ANESTH,45,F,First departure
7968,1,2009-11-03,2009-12-16,NG,NON MEDICAL,LOGISTICIEN,55,M,"First departure, relevant experience"
7968,2,2010-01-25,2010-03-22,SS,NON MEDICAL,ELECTRICIAN 3,55,M,Not first departure
7968,3,2010-04-30,2010-05-10,MW,NON MEDICAL,LOG VACCI 1,55,M,Not first departure
7968,4,2010-05-31,2010-07-22,BI,NON MEDICAL,LOG DISTRIB,55,M,Not first departure
7968,5,2010-10-26,2010-12-25,CF,NON MEDICAL,LOG XP VACCI,55,M,Not first departure
7968,6,2011-02-27,2011-04-09,CG,NON MEDICAL,LOG 1,55,M,Not first departure
7968,7,2011-04-10,2011-04-29,CF,NON MEDICAL,ELECTRICIEN,55,M,Not first departure
7968,8,2011-06-15,2011-08-01,HT,NON MEDICAL,LOG CONSTRUCTION,55,M,Not first departure
7968,9,2013-04-25,2013-05-31,HT,NON MEDICAL,ELEC HOSTO,55,M,Not first departure
7968,10,2013-11-13,2013-12-05,PH,NON MEDICAL,MONTAGE ELECT,55,M,Not first departure
7968,11,2014-09-26,2014-11-15,LR,NON MEDICAL,NA,65,M,Not first departure
7968,12,2014-12-09,2014-12-22,TD,NON MEDICAL,ELEC CLIM,65,M,Not first departure
7968,13,2015-04-07,2015-04-22,YE,NON MEDICAL,LOG BOAT DJIBOUTI,65,M,Not first departure
7968,14,2017-07-03,2017-07-28,CD,NON MEDICAL,ELECTRICIEN,65,M,Not first departure
7968,15,2018-07-02,2018-08-10,MW,NON MEDICAL,ELECTRICIAN MANAGER,65,M,Not first departure
7969,1,2009-10-05,2010-05-06,CD,NON MEDICAL,MECANICIEN SUPPORT,45,M,First departure
7969,2,2010-09-13,2010-12-24,CD,NON MEDICAL,MECANICIEN SUPPORT,45,M,Not first departure
7969,3,2011-03-21,2011-05-21,CD,NON MEDICAL,MECANICIEN SUPPORT,55,M,Not first departure
7969,4,2011-09-18,2011-12-14,NG,NON MEDICAL,MECHANICS VISIT,55,M,Not first departure
7969,5,2013-11-13,2013-12-05,PH,NON MEDICAL,MONTAGE MECA,55,M,Not first departure
7969,6,2015-04-28,2015-05-15,NP,NON MEDICAL,MFH MECANICIEN,55,M,Not first departure
7969,7,2016-10-26,2016-11-15,IQ,NON MEDICAL,SUPPORT LOG MONTAGE TENTES,55,M,Not first departure
7970,1,2009-10-16,2010-01-17,CF,NURSE,INF HOSTO,35,M,First departure
7970,2,2010-01-18,2010-03-03,CF,NURSE,INF OPD,35,M,Not first departure
7970,3,2010-05-10,2010-09-16,HT,NURSE,RESP SOINS INF,35,M,Not first departure
7970,4,2010-12-27,2011-01-27,HT,NURSE,INF 2,35,M,Not first departure
7970,5,2011-03-25,2011-04-24,CI,NURSE,ABOBO-SUD INF HOSTO,35,M,Not first departure
7970,6,2011-04-25,2011-06-22,CI,PROJECT COORDINATOR,ABOBO-SUD PC ADJOINT,35,M,Not first departure
7970,7,2012-05-09,2012-06-09,ML,PROJECT COORDINATOR,PC EXPLO,35,M,Not first departure
7971,1,2009-10-27,2010-04-27,CO,NON MEDICAL,LOG PM,35,M,First departure
7971,2,2010-09-29,2011-03-11,CD,NON MEDICAL,LOG,35,M,Not first departure
7971,3,2011-05-23,2011-06-05,CI,NON MEDICAL,LOG PROJET,35,M,Not first departure
7971,4,2011-06-06,2011-07-26,CI,NON MEDICAL,ABOBO-SUD LOG HOSTO,35,M,Not first departure
7971,5,2011-11-28,2012-01-28,HT,NON MEDICAL,LOG TENTES,35,M,Not first departure
7971,6,2013-06-24,2013-07-28,CD,NON MEDICAL,SUPPORT LOG CAP,35,M,Not first departure
7971,7,2013-08-05,2013-09-06,SY,NON MEDICAL,LOG,35,M,Not first departure
7971,8,2014-04-16,2014-06-26,CF,NON MEDICAL,LOG OUTREACH,35,M,Not first departure
7971,9,2015-03-23,2015-04-30,UA,NON MEDICAL,LOG OUTREACH,35,M,Not first departure
7971,10,2015-05-01,2015-05-14,UA,NON MEDICAL,LOG SUPPORT,35,M,Not first departure
